acc_e,acc_b
0.552978515625,0.9370269775390625
0.5079549153645834,0.9399159749348958
0.5020192464192709,0.9408925374348958
0.5026346842447916,0.9391428629557292
0.504730224609375,0.9410247802734375
0.5013936360677084,0.9404856363932292
0.5033416748046875,0.9424285888671875
0.5037027994791666,0.9430033365885417
0.502593994140625,0.943695068359375
0.5047200520833333,0.9459025065104167
0.5031840006510416,0.9462738037109375
0.5009918212890625,0.9495035807291666
0.5014546712239583,0.9512685139973959
0.5013071695963541,0.9531707763671875
0.5034993489583333,0.9543558756510417
0.5036163330078125,0.9562530517578125
0.505035400390625,0.9578704833984375
0.5050913492838542,0.9591115315755208
0.5049082438151041,0.9606068929036459
0.5058644612630209,0.9608306884765625
0.5074412027994791,0.9613850911458334
0.5055185953776042,0.9615631103515625
0.507232666015625,0.9635772705078125
0.5091552734375,0.9644215901692708
0.5063120524088542,0.9649658203125
0.5088094075520833,0.9651540120442708
0.509521484375,0.9653778076171875
0.5074971516927084,0.966094970703125
0.5075531005859375,0.9669392903645833
0.5110931396484375,0.9680735270182291
0.5105946858723958,0.9677734375
0.5105082194010417,0.9689737955729167
0.5108489990234375,0.967376708984375
0.5114186604817709,0.9677327473958334
0.5125986735026042,0.9687550862630208
0.5130971272786458,0.9705352783203125
0.5109608968098959,0.9691060384114584
0.5110626220703125,0.9703826904296875
0.511444091796875,0.9697825113932292
0.512969970703125,0.9696451822916666
0.5135142008463542,0.9700215657552084
0.5097707112630209,0.9713083902994792
0.5135243733723958,0.97149658203125
0.5145416259765625,0.9725901285807292
0.5157979329427084,0.9716796875
0.5133616129557291,0.97283935546875
0.5124155680338542,0.9726409912109375
0.5099080403645833,0.9733327229817708
0.5106150309244791,0.9734293619791666
0.5124664306640625,0.9742991129557292
0.5134328206380209,0.9745025634765625
0.5135294596354167,0.9748433430989583
0.5129750569661458,0.9747975667317708
0.5144500732421875,0.9758860270182292
0.5113016764322916,0.9765421549479167
0.5159657796223959,0.9766337076822917
0.5126190185546875,0.9767710367838542
0.5145060221354167,0.97821044921875
0.5139312744140625,0.9784088134765625
0.5171101888020834,0.9796651204427083
0.5181427001953125,0.9794769287109375
0.5196126302083334,0.9805704752604167
0.5213216145833334,0.9807891845703125
0.5210062662760417,0.980804443359375
0.5173695882161459,0.9826863606770833
0.5192006429036458,0.9829355875651041
0.5234883626302083,0.9827524820963542
0.5219319661458333,0.9839884440104166
0.5188395182291666,0.9834493001302084
0.5200653076171875,0.9837595621744791
0.5183970133463541,0.984832763671875
0.519317626953125,0.98492431640625
0.5178680419921875,0.9842173258463542
0.5178985595703125,0.9848480224609375
0.51885986328125,0.9852345784505208
0.5156148274739584,0.9847259521484375
0.51922607421875,0.9849039713541666
0.5215657552083333,0.9851786295572917
0.5312449137369791,0.9842885335286459
0.5311126708984375,0.9850616455078125
0.5306498209635416,0.98583984375
0.5248006184895834,0.986114501953125
0.524261474609375,0.9854176839192708
0.5239613850911459,0.9869486490885417
0.5232645670572917,0.9859161376953125
0.5189870198567708,0.9872690836588542
0.5206044514973959,0.9866129557291666
0.5201822916666666,0.9868265787760417
0.5174357096354166,0.98779296875
0.516143798828125,0.9870452880859375
0.5157826741536458,0.9872334798177083
0.5186971028645833,0.9875081380208333
0.5157063802083334,0.9879353841145833
0.5178476969401042,0.9872843424479167
0.5181732177734375,0.9868672688802083
0.5167236328125,0.9873555501302083
0.5154062906901041,0.9880015055338541
0.5127003987630209,0.988433837890625
0.5154571533203125,0.9876963297526042
0.5099385579427084,0.98834228515625
0.5106760660807291,0.9888407389322916
0.510040283203125,0.9886678059895834
0.5110626220703125,0.9886474609375
0.5097503662109375,0.9889373779296875
0.510101318359375,0.9891408284505209
0.5092417399088542,0.989105224609375
0.5109405517578125,0.9891611735026042
0.5099894205729167,0.9892781575520834
0.50872802734375,0.9894256591796875
0.5089365641276041,0.9898427327473959
0.509307861328125,0.9892476399739583
0.5090077718098958,0.9897562662760417
0.5113881429036459,0.9897308349609375
0.5072835286458334,0.9900105794270834
0.5080413818359375,0.9892832438151042
0.5096028645833334,0.9896748860677083
0.5069478352864584,0.9899698893229167
0.5087483723958333,0.9894816080729166
0.5084279378255208,0.9891916910807291
0.5075887044270833,0.9897308349609375
0.5078582763671875,0.98974609375
0.50787353515625,0.9901326497395833
0.5105743408203125,0.9905141194661458
0.5092213948567708,0.990386962890625
0.508514404296875,0.9895273844401042
0.5078277587890625,0.9899241129557291
0.5084940592447917,0.9900919596354166
0.5069936116536458,0.9896341959635417
0.5088958740234375,0.9902191162109375
0.5076344807942708,0.9900309244791666
0.5083567301432291,0.9894612630208334
0.5106201171875,0.9901224772135417
0.51123046875,0.9901021321614583
0.5117340087890625,0.9904683430989584
0.5098470052083333,0.9907735188802083
0.5108235677083333,0.9909108479817708
0.51068115234375,0.9905598958333334
0.5122019449869791,0.9906514485677083
0.5103708902994792,0.9906107584635417
0.5098927815755209,0.9905446370442708
0.5128885904947917,0.9911753336588542
0.5091451009114584,0.9903106689453125
0.51104736328125,0.99127197265625
